a_config,a_profit_train,a_profit_val,a_profit_test,a_profit_RN_train,a_profit_RN_val,a_profit_RN_test,a_profit_RN_train_fc,a_profit_RN_val_fc,a_profit_RN_test_fc,ab_profit_PF_train,ab_profit_PF_val,ab_profit_PF_test,b_train_time,hp_reg,hp_gamma,hp_lr,hp_bs
1,1.4286011457443237,0.4081313908100128,0.3441956043243408,1.426371693611145,0.4102393388748169,0.4191208481788635,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,55.40311932563782,0,0.1,5e-06,8
2,1.4859377145767212,0.4151983857154846,0.3473944067955017,1.4854700565338135,0.4150637984275818,0.42725110054016113,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,69.03058505058289,0,0.1,5e-05,8
3,1.4370441436767578,0.4053387939929962,0.3390238583087921,1.4365642070770264,0.41145288944244385,0.4239010214805603,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,54.694091796875,0,0.3,5e-06,8
4,1.4499287605285645,0.4075358510017395,0.3431330919265747,1.450809121131897,0.41129055619239807,0.41762030124664307,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,57.31565976142883,0,0.3,5e-05,8
5,1.4508386850357056,0.40046846866607666,0.3299199342727661,1.4384459257125854,0.412754625082016,0.4242038428783417,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,76.30506944656372,0,1,5e-06,8
6,1.418867826461792,0.39321231842041016,0.41158604621887207,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,62.84482455253601,0,1,5e-05,8
7,1.466544270515442,0.37843382358551025,0.30459529161453247,1.4597575664520264,0.41108572483062744,0.41717714071273804,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,115.6923475265503,0,3,5e-06,8
8,1.4716320037841797,0.3807521462440491,0.30630195140838623,1.463761329650879,0.41060981154441833,0.4304704964160919,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,70.24511098861694,0,3,5e-05,8
9,1.372442603111267,0.27118003368377686,0.20960982143878937,1.4524483680725098,0.4112039804458618,0.42098724842071533,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,86.8976263999939,0,10,5e-06,8
10,1.2997002601623535,0.2566578686237335,0.2672111988067627,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,56.0532603263855,0,10,5e-05,8
11,1.4304001331329346,0.4067101776599884,0.3445430397987366,1.428545594215393,0.4104765057563782,0.42040392756462097,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,69.67565560340881,0,0.1,5e-06,64
12,1.4687360525131226,0.41384410858154297,0.34303829073905945,1.4690053462982178,0.415091335773468,0.42178672552108765,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,87.19629645347595,0,0.1,5e-05,64
13,1.4418359994888306,0.40365391969680786,0.33850204944610596,1.4420307874679565,0.41145288944244385,0.4232848882675171,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,67.06842970848083,0,0.3,5e-06,64
14,1.4380031824111938,0.40403515100479126,0.33807891607284546,1.4400051832199097,0.4105806052684784,0.4248362183570862,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,44.13558006286621,0,0.3,5e-05,64
15,1.4436380863189697,0.3988072872161865,0.3284384608268738,1.4338603019714355,0.41210848093032837,0.41940218210220337,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,75.7885377407074,0,1,5e-06,64
16,1.418867826461792,0.39321231842041016,0.41158604621887207,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,56.70580172538757,0,1,5e-05,64
17,1.4118461608886719,0.3701251447200775,0.29379451274871826,1.4319379329681396,0.41043204069137573,0.4194687008857727,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,68.32687616348267,0,3,5e-06,64
18,1.4386787414550781,0.3745086193084717,0.2996370792388916,1.4420099258422852,0.4103238880634308,0.41857704520225525,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,58.8311493396759,0,3,5e-05,64
19,1.304508090019226,0.2573924660682678,0.19793546199798584,1.4129817485809326,0.41016265749931335,0.4197225570678711,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,54.499454498291016,0,10,5e-06,64
20,1.2997002601623535,0.2566578686237335,0.2672111988067627,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,46.015056848526,0,10,5e-05,64
21,1.4214234352111816,0.4087701439857483,0.4176294505596161,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,55.49370098114014,0.1,0.1,5e-06,8
22,1.4210946559906006,0.40894532203674316,0.338962197303772,1.420229196548462,0.41031134128570557,0.41707324981689453,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,58.59499740600586,0.1,0.1,5e-05,8
23,1.422558069229126,0.4039923846721649,0.41531506180763245,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,62.28583288192749,0.1,0.3,5e-06,8
24,1.4274457693099976,0.4071067273616791,0.3363327980041504,1.425999641418457,0.41103073954582214,0.4216369092464447,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,59.95989418029785,0.1,0.3,5e-05,8
25,1.420346736907959,0.39359933137893677,0.3230161666870117,1.42258882522583,0.41016268730163574,0.4217413067817688,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,78.51960825920105,0.1,1,5e-06,8
26,1.4364187717437744,0.39864230155944824,0.3298489451408386,1.432065486907959,0.4138963222503662,0.42202356457710266,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,133.0867030620575,0.1,1,5e-05,8
27,1.4080066680908203,0.3715537190437317,0.2948833405971527,1.4191691875457764,0.4111551344394684,0.4220539331436157,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,294.87006664276123,0.1,3,5e-06,8
28,1.4156241416931152,0.3744196891784668,0.29822590947151184,1.4272401332855225,0.4128064811229706,0.42296600341796875,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,98.98230719566345,0.1,3,5e-05,8
29,1.3074785470962524,0.25923994183540344,0.1998632401227951,1.4214320182800293,0.4115579128265381,0.4188268184661865,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,360.28123903274536,0.1,10,5e-06,8
30,1.3111755847930908,0.2603833079338074,0.20096518099308014,1.4229565858840942,0.4132017493247986,0.4207790195941925,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,104.04553198814392,0.1,10,5e-05,8
31,1.4288171529769897,0.40874147415161133,0.3404567241668701,1.4283971786499023,0.4101625978946686,0.4194181263446808,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,81.72572565078735,0.1,0.1,5e-06,64
32,1.4543293714523315,0.41089481115341187,0.3443506956100464,1.453343152999878,0.41189876198768616,0.42145946621894836,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,133.080824136734,0.1,0.1,5e-05,64
33,1.4371216297149658,0.4045027196407318,0.33798378705978394,1.432115077972412,0.4114367961883545,0.4251316785812378,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,66.39655613899231,0.1,0.3,5e-06,64
34,1.4474947452545166,0.40800103545188904,0.34231284260749817,1.4431958198547363,0.41069290041923523,0.4258074462413788,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,55.35395932197571,0.1,0.3,5e-05,64
35,1.4326545000076294,0.39546099305152893,0.3253728151321411,1.4391677379608154,0.41043204069137573,0.419559121131897,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,71.35144877433777,0.1,1,5e-06,64
36,1.4545291662216187,0.39914077520370483,0.32811611890792847,1.4464925527572632,0.41051292419433594,0.4230682849884033,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,54.318742513656616,0.1,1,5e-05,64
37,1.4151759147644043,0.37130647897720337,0.29462501406669617,1.4357777833938599,0.4107021987438202,0.4198334813117981,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,74.32706809043884,0.1,3,5e-06,64
38,1.4256914854049683,0.3733184337615967,0.2972716987133026,1.4349334239959717,0.4112216532230377,0.42474353313446045,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,49.497066259384155,0.1,3,5e-05,64
39,1.3130035400390625,0.259371817111969,0.19976097345352173,1.4227442741394043,0.41187453269958496,0.41771116852760315,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,94.42514562606812,0.1,10,5e-06,64
40,1.4041943550109863,0.28303539752960205,0.22210554778575897,1.4412436485290527,0.41061851382255554,0.42903491854667664,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,111.88913679122925,0.1,10,5e-05,64
