a_config,a_profit_train,a_profit_val,a_profit_test,a_profit_RN_train,a_profit_RN_val,a_profit_RN_test,a_profit_RN_train_fc,a_profit_RN_val_fc,a_profit_RN_test_fc,ab_profit_PF_train,ab_profit_PF_val,ab_profit_PF_test,b_train_time,hp_reg,hp_gamma,hp_lr,hp_bs,hp_hl1_units,hp_hl1_act
1,-0.7747822403907776,-0.36763375997543335,-0.40214571356773376,-0.7759218811988831,-0.36385998129844666,-0.40324777364730835,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,109.031094789505,0,0.1,5e-06,8,24,softplus
2,-1.1588401794433594,-0.193780779838562,-0.2506535053253174,-1.1597588062286377,-0.19308370351791382,-0.21279454231262207,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,58.33726477622986,0,0.1,5e-05,8,24,softplus
3,-1.6280293464660645,-0.43658846616744995,-0.4274939298629761,-1.62099027633667,-0.42699989676475525,-0.4507002830505371,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,91.30599474906921,0,0.3,5e-06,8,24,softplus
4,-1.1752455234527588,-0.4665607511997223,-0.45716848969459534,-1.1803998947143555,-0.466077983379364,-0.4660789668560028,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,40.54826593399048,0,0.3,5e-05,8,24,softplus
5,0.3403661847114563,0.1246122270822525,0.10761310160160065,0.3337135314941406,0.12706005573272705,0.14149406552314758,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,119.91504049301147,0,1,5e-06,8,24,softplus
6,0.38038432598114014,0.02418607473373413,0.02530604600906372,0.37901657819747925,0.025396138429641724,-0.000749737024307251,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,353.0242555141449,0,1,5e-05,8,24,softplus
7,-1.401291847229004,-0.3553078770637512,-0.3538181483745575,-1.4724130630493164,-0.3642216920852661,-0.3600353002548218,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,50.85068964958191,0,3,5e-06,8,24,softplus
8,0.5252265334129333,0.03604111075401306,-0.002689570188522339,0.4679468870162964,0.03289791941642761,0.022087186574935913,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,350.5209457874298,0,3,5e-05,8,24,softplus
9,-0.30440807342529297,0.058084845542907715,0.05233117938041687,-0.3844095468521118,0.08609536290168762,0.09533017873764038,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,358.2805600166321,0,10,5e-06,8,24,softplus
10,1.0926356315612793,0.11470460891723633,0.11106178164482117,0.945242702960968,0.10800318419933319,0.10599645972251892,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,360.25040459632874,0,10,5e-05,8,24,softplus
11,-1.5190541744232178,-0.3090156614780426,-0.3216899037361145,-1.5211290121078491,-0.3098929822444916,-0.30385589599609375,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,39.798999071121216,0,0.1,5e-06,64,24,softplus
12,-1.5327333211898804,-0.49866974353790283,-0.48578134179115295,-1.5329997539520264,-0.4970727562904358,-0.5055258274078369,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,195.15470933914185,0,0.1,5e-05,64,24,softplus
13,-1.6071690320968628,-0.38590651750564575,-0.4152856171131134,-1.6073579788208008,-0.3829290270805359,-0.4153025150299072,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,42.06492495536804,0,0.3,5e-06,64,24,softplus
14,0.37191760540008545,0.13169315457344055,0.11102872341871262,0.3719406723976135,0.13239529728889465,0.1500522792339325,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,189.1621448993683,0,0.3,5e-05,64,24,softplus
15,-0.7218053936958313,-0.2518971860408783,-0.2773139476776123,-0.7302302122116089,-0.2514033913612366,-0.2772296071052551,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,46.700719594955444,0,1,5e-06,64,24,softplus
16,0.384144127368927,0.13159820437431335,0.11280863732099533,0.3706831634044647,0.13832467794418335,0.14184707403182983,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,143.04480123519897,0,1,5e-05,64,24,softplus
17,-0.42393428087234497,-0.38773825764656067,-0.4011501967906952,-0.44977450370788574,-0.3718414008617401,-0.4080676734447479,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,82.73048734664917,0,3,5e-06,64,24,softplus
18,-0.8686981201171875,-0.13914668560028076,-0.15643176436424255,-0.8936004638671875,-0.14629051089286804,-0.1455470770597458,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,300.0544464588165,0,3,5e-05,64,24,softplus
19,-1.2413816452026367,-0.2745836675167084,-0.25501829385757446,-1.293304443359375,-0.2645314037799835,-0.2520376443862915,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,39.111846685409546,0,10,5e-06,64,24,softplus
20,-0.2579726576805115,-0.2731139659881592,-0.268690288066864,-0.5889999866485596,-0.34042245149612427,-0.33905142545700073,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,304.8354208469391,0,10,5e-05,64,24,softplus
21,-0.9602102041244507,-0.25502386689186096,-0.22281703352928162,-0.9641273021697998,-0.25542151927948,-0.2233351767063141,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,42.4320433139801,0.01,0.1,5e-06,8,24,softplus
22,0.28468844294548035,0.12264867126941681,0.09653738141059875,0.28491872549057007,0.12265627086162567,0.1288268119096756,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,45.633790731430054,0.01,0.1,5e-05,8,24,softplus
23,-1.58318030834198,-0.526020884513855,-0.5054882764816284,-1.584989309310913,-0.5246928930282593,-0.5311164855957031,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,65.04385375976562,0.01,0.3,5e-06,8,24,softplus
24,-0.6376011371612549,-0.21572604775428772,-0.20918384194374084,-0.6405657529830933,-0.21274089813232422,-0.18170183897018433,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,303.07831025123596,0.01,0.3,5e-05,8,24,softplus
25,-0.6769053936004639,-0.17133328318595886,-0.17071634531021118,-0.6802182197570801,-0.1675715148448944,-0.16773700714111328,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,347.2961268424988,0.01,1,5e-06,8,24,softplus
26,-1.6077725887298584,-0.31879109144210815,-0.35782986879348755,-1.5989527702331543,-0.3177134394645691,-0.3414117395877838,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,61.24178624153137,0.01,1,5e-05,8,24,softplus
27,-1.5184067487716675,-0.5405148267745972,-0.5158470273017883,-1.483168363571167,-0.5344681143760681,-0.5573240518569946,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,265.89719128608704,0.01,3,5e-06,8,24,softplus
28,0.38175535202026367,0.15670759975910187,0.15135817229747772,0.35488903522491455,0.14475709199905396,0.14049088954925537,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,350.5664336681366,0.01,3,5e-05,8,24,softplus
29,-0.5761524438858032,-0.10822859406471252,-0.11945375800132751,-0.6973745822906494,-0.13194406032562256,-0.12807393074035645,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,212.34890007972717,0.01,10,5e-06,8,24,softplus
30,0.5797004699707031,0.09280508756637573,0.08818206191062927,0.45418858528137207,0.09743773937225342,0.09579378366470337,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,335.36549639701843,0.01,10,5e-05,8,24,softplus
31,-1.3858065605163574,-0.31947723031044006,-0.3068416714668274,-1.398296594619751,-0.3194771409034729,-0.3103272020816803,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,51.5925178527832,0.01,0.1,5e-06,64,24,softplus
32,-1.2456929683685303,-0.19674938917160034,-0.21179413795471191,-1.246417760848999,-0.19636651873588562,-0.21653962135314941,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,55.01404571533203,0.01,0.1,5e-05,64,24,softplus
33,-1.4418292045593262,-0.2610276937484741,-0.31876814365386963,-1.4408665895462036,-0.25338661670684814,-0.31757229566574097,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,40.59552264213562,0.01,0.3,5e-06,64,24,softplus
34,0.37507200241088867,0.1358335316181183,0.12404513359069824,0.3750731647014618,0.13588757812976837,0.15346966683864594,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,183.9157750606537,0.01,0.3,5e-05,64,24,softplus
35,-1.5649302005767822,-0.3558322787284851,-0.3631211519241333,-1.5829797983169556,-0.35807690024375916,-0.37443211674690247,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,67.26299095153809,0.01,1,5e-06,64,24,softplus
36,0.20821774005889893,0.13650017976760864,0.14270555973052979,0.19550251960754395,0.13632357120513916,0.16760554909706116,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,300.5480992794037,0.01,1,5e-05,64,24,softplus
37,-2.0520172119140625,-0.45762068033218384,-0.4691920280456543,-2.0554709434509277,-0.45164549350738525,-0.4651203155517578,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,43.20860958099365,0.01,3,5e-06,64,24,softplus
38,0.16408658027648926,-0.07648244500160217,-0.09150552749633789,0.09203863143920898,-0.07154077291488647,-0.0877847671508789,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,300.4857370853424,0.01,3,5e-05,64,24,softplus
39,-2.209321975708008,-0.5080122947692871,-0.5163921117782593,-2.1289377212524414,-0.48492032289505005,-0.49554243683815,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,40.104840993881226,0.01,10,5e-06,64,24,softplus
40,0.6201522350311279,0.17521563172340393,0.16098177433013916,0.4339750111103058,0.1716708540916443,0.17688731849193573,1.4148448705673218,0.4101625680923462,0.42051103711128235,1.7550809383392334,0.4892299771308899,0.515395998954773,308.80055379867554,0.01,10,5e-05,64,24,softplus
